tweet_id,author_id,inbound,created_at,in_response_to_tweet_id,in_response_to_tweet_text,text,response_tweet_id
667266,ChipotleTweets,False,2017-11-23 02:53:31+00:00,667267,Pretty sure I’m gonna turn into a  chicken taco here before long...,That would be pretty amazing. -AC,
667268,ChipotleTweets,False,2017-11-23 02:48:24+00:00,667269,I love getting double everything at  because it’s like the bowl never ends 😍👅,Yum. -AC,
668261,ChipotleTweets,False,2017-11-23 03:55:00+00:00,668262,gets me on so many levels https://t.co/65rp6uQ6Hg,We feel like you understand us too. -AC,
668263,ChipotleTweets,False,2017-11-23 03:55:00+00:00,668264,When you go to  and they real generous with their servings 😍,We're just helping you prep for tomorrow. -AC,
668265,ChipotleTweets,False,2017-11-23 03:53:30+00:00,668266,customer service today was so whack ! How are you not gonna have chicken when there’s still almost an hour till closing ?!!,Sorry we let you down. Will you share more here? https://t.co/0f6pFdYU9j -AC,
668267,ChipotleTweets,False,2017-11-23 03:53:00+00:00,460501,I have never had chipotle 😵,What?! Come on over. -AC,
668268,ChipotleTweets,False,2017-11-23 03:53:00+00:00,668269,Dinner time  OM NOM NOM! 😋 https://t.co/Jh8KxH5asv,Delicious. -AC,
668270,ChipotleTweets,False,2017-11-23 03:47:00+00:00,668272,Me when  is closed early. 😩😭 https://t.co/MINnqM8fkA,Nooooo. Will you come see us Friday? -AC,668271
668273,ChipotleTweets,False,2017-11-23 03:40:29+00:00,668275,Burritos are life😂💖🌯,Truer words have never been spoken. -AC,668274
668276,ChipotleTweets,False,2017-11-23 03:40:01+00:00,668277,why would I? I never get a response last time I did that,We should get back to you within 24 hours. When did you write? -AC,
669389,ChipotleTweets,False,2017-11-23 04:40:48+00:00,460502,"To be fair, you kind of are a burrito",That is correct. -AC,
669390,ChipotleTweets,False,2017-11-23 04:39:31+00:00,669392,"is basically 90% salt. Your food is  bad.

Apologize.

They won't respond to this because they know their food is awful.

It's just - basically- salt.",Sorry to hear you're not a fan. -AC,669391
670148,ChipotleTweets,False,2017-11-23 05:39:57+00:00,670150,what at chipotle should I get that won’t upset my fucking stomach?,That's concerning. Can you please share more here: https://t.co/0f6pFdYU9j -AC,670149
670156,ChipotleTweets,False,2017-11-23 05:39:57+00:00,670158,im thankful for  for always providing the best chicken salads,Aww thanks! Glad to hear you love them. -AC,670157
670160,ChipotleTweets,False,2017-11-23 05:18:27+00:00,670161,How is chipotle just gonna go and replace chorizo with queso I aM ANGERED    my burrito bowls will never be the same https://t.co/NIlGd5O296,"I know it's tough, but it's gonna be OK. -AC",
670162,ChipotleTweets,False,2017-11-23 05:18:00+00:00,670163,"thanks for making our last experience awful. We know you guys can adhere to allergies, but I guess your south Denver location thinks they can be rude to us just because they were a half hour from closing. They messed up twice and never apologized.",I'm so sorry we let you down. Would you write our Customer Service team so we can make amends? https://t.co/0f6pFdYU9j -AC,
670164,ChipotleTweets,False,2017-11-23 05:10:29+00:00,621496,is chipotle even open on thanksgiving,Nope.  -AC,
670224,ChipotleTweets,False,2017-10-05 14:36:45+00:00,670225,9am and all I can think about is,Only 1 hour and 45 minutes until we open. -Tara,
670226,ChipotleTweets,False,2017-10-05 14:36:30+00:00,670227,"is the new Branford, CT Chipotle going to be on ubereats? asking for a friend",Probably not. Here are our delivery partners: https://t.co/6Dc3jiaHLj. -Tara,
670242,ChipotleTweets,False,2017-10-05 14:16:37+00:00,670243,why yalll wrongfully terminate employees but keep employees that falsify audits,Will you please write to us here  https://t.co/0f6pFdYU9j? Thanks. -Tara,
671930,ChipotleTweets,False,2017-10-28 03:53:56+00:00,671931,all you have to do to get people to come back is offer free quac. It’s not that complicated,Thanks for the idea. -AC,
671932,ChipotleTweets,False,2017-10-28 03:53:56+00:00,671933,North Las Vegas on Craig Road,Thanks. I'll get in touch with them right away. -AC,
671934,ChipotleTweets,False,2017-10-28 03:29:29+00:00,671935,nan,That's not cool. Which location served you tonight? -AC,671933
671937,ChipotleTweets,False,2017-10-28 03:52:58+00:00,671938,I eat at chipotle at least twice a week and I still don’t get why you guys don’t have Apple Pay.,We're looking into it. -AC,
672013,ChipotleTweets,False,2017-11-08 00:10:30+00:00,672014,PSA:  queso is literally trash. it tastes like chalk. And their chips are stale. And their sweet tea isn’t even sweet.,Did these issues happen at a particular restaurant we can follow up with? -Jen,
672016,ChipotleTweets,False,2017-11-08 00:09:56+00:00,672017,applied online this weekend and still haven’t gotten a response 😔,Hang in there. You should hear soon. You can also call the restaurant directly to check on the status. -Jen,
672018,ChipotleTweets,False,2017-11-08 00:06:55+00:00,672020,Went to  and was disappointed to see the Chorizo was replaced with the nasty tasting Queso. #WhatWereTheyThinking,"I'm sorry you're going to miss it. I hope you can find your new fave soon, though. -Jen",672019
672021,ChipotleTweets,False,2017-11-08 00:48:30+00:00,672019,I went with the steak and appreciate the Military BOGO this evening. Thank you.,Thanks for stopping by! -Becky,
672022,ChipotleTweets,False,2017-11-08 00:06:27+00:00,672023,Well now that I have 280 I can tweet about how I’m addicted to  and even though I just had it yesterday I had to go get it again tonight for the military bogo and it was amazing and now I’m really stuffed and can watch the caps game instead of doing homework,We're so glad that you stopped by. Thanks for your service. -Jen,
672025,ChipotleTweets,False,2017-11-08 00:05:00+00:00,672026,"Wow, thank you  for the BOGO. Life = made",You betcha! Thanks for stopping by. -Jen,
672027,ChipotleTweets,False,2017-11-08 00:03:58+00:00,672028,your corn topping is so good. That's all im craving right now,Right? Our corn salsa is so bomb. -Becky,
672029,ChipotleTweets,False,2017-11-08 00:03:28+00:00,672030,had a buy one get one free today for military members. #Merica,Thanks for the shout out! -Becky,
672031,ChipotleTweets,False,2017-11-08 00:02:35+00:00,672032,Good afternoon! How do I️ submit a request to add a location? Thanks,You can submit your request here: https://t.co/d732Hcq6SW -Becky,
672033,ChipotleTweets,False,2017-11-08 00:02:00+00:00,672034,The girl at  has my 4 vinaigrettes ready for me the second I walk in the door. #TrueCustomerService,I love that so much. -Becky,
672036,ChipotleTweets,False,2017-11-08 00:01:30+00:00,672037,Am I the only one who has the daily argument with themselves about whether or not to get  Lmk,You aren't the only one. And the argument to get it usually wins. -Becky,
672038,ChipotleTweets,False,2017-11-08 00:01:00+00:00,672039,I feel like I’ve had two Monday’s in a row and to top it off  doesn’t serve chorizo anymore. What’s up with that? 😩,I'm so sorry it's been a tough week – I hope it gets better for you. -Becky,
672040,ChipotleTweets,False,2017-11-08 00:00:46+00:00,672041,I'm so annoyed &amp; I feel like straight up crap. Chipotle really made my stomach hurt,That's concerning. Please provide more details here: https://t.co/Ax7W1Dx3Y9 -Becky,
677141,ChipotleTweets,False,2017-11-23 05:59:56+00:00,677142,Wow i maxe it to chipotle before closing &amp; they were all out of chicken. Tragic. Now where am i going to get these gains in bruh,Oh no! I'm sorry. Which location did you visit? -AC,
677716,ChipotleTweets,False,2017-10-05 16:20:37+00:00,677717,Done. Thanks.,You're welcome. -Tara,
677718,ChipotleTweets,False,2017-10-03 16:47:01+00:00,677719,"Had a really poor mobile order and in-store experience yesterday &amp; need help + clarification on a refund. Can you DM me, please?",Our team at https://t.co/nrhUDiEk7G will be the best folks to help with this. -James,677717
678409,ChipotleTweets,False,2017-10-05 16:42:36+00:00,678411,we gotta go back to the drawing board wit this queso,"Sorry you weren't a fan. We do use all real ingredients, so it's a bit different from other queso. -Tara",678410
682343,ChipotleTweets,False,2017-10-10 18:28:28+00:00,682344,Wtf  ... there's only like 8 chips in this mini bag. What gives? Need more for the nomnom guac. https://t.co/C6W6SZe9ZW,I'm sorry. There should be about 10 in there. Be sure to let a manager know for next time. -Tay,
682345,ChipotleTweets,False,2017-10-10 18:27:00+00:00,682346,"When having water only, is carbonated water available as an option?",As long as the machine is working and we have CO2 then it should be available. -Tay,
682347,ChipotleTweets,False,2017-10-10 18:26:30+00:00,682348,Tried out the order pickup for 1st time today. Get half way into my burrito and have no cheese&amp;sour cream. #sad times :(,I'm sorry to hear that happened. Let a manager know next time so we can take care of you or go to https://t.co/0f6pFdYU9j -Tay,
682349,ChipotleTweets,False,2017-10-10 18:25:02+00:00,682350,"Not even being in New York, one of the biggest foodie states, can stop my love of",Glad we still have your heart. -Tay,
682351,ChipotleTweets,False,2017-10-10 18:24:32+00:00,682352,When you go to  get their salad dressing on the side and mix it into your bowl .. trust me,It's a good combo. -Tay,
682353,ChipotleTweets,False,2017-10-10 18:24:32+00:00,682354,"Had  queso today for the first time.I was pretty excited...awful decision, tasted weird, kind of gritty and stomach hurts now",That's concerning. Please share the details at https://t.co/0f6pFdYU9j -Tay,
682359,ChipotleTweets,False,2017-10-10 18:23:30+00:00,682360,"your guac has never had any flavor, so I don't know why I was expecting your queso to #dissapointed",I'm sorry about this. Please share the details at https://t.co/0f6pFdYU9j -Tay,
682361,ChipotleTweets,False,2017-10-10 18:23:00+00:00,682363,Hey   can you please make sure your bowls are closed so the contents don’t spill all over my new  BRZ 😡😡😡 https://t.co/pYV2ileCVF,Oh no! I'm so sorry this happened. Please share the details at https://t.co/0f6pFdYU9j -Tay,682362
682367,ChipotleTweets,False,2017-10-10 18:22:00+00:00,682368,I’m way more upset about the news that  ‘s queso is awful than I probably should be.,"It's a little different since it's made without artificial additives and preservatives, but I'm sorry it didn't impress. -Tay",
682675,ChipotleTweets,False,2017-11-07 16:58:18+00:00,682676,Decided to give  for the first time. Not impressed. Bad food  &amp; worse service from West Hartford (Corbin’s Corner) location.,"I""m sorry to hear that. You can share your experience at https://t.co/0f6pFdYU9j -Tay",
682679,ChipotleTweets,False,2017-11-07 16:59:58+00:00,682680,chipotle has had a big impact on my life for years. Can I be an ambassador now?,We don't do that ambassador program anymore but glad your fan. Keep guacing on!,
682681,ChipotleTweets,False,2017-11-07 16:57:01+00:00,682682,new app update isn't allowing me to place order/went to next restaurant app of choice #ServiceImpact,That's odd. Please reach out to us at https://t.co/0f6pFdYU9j -Tay,
682684,ChipotleTweets,False,2017-11-07 16:53:31+00:00,682686,ate chipotle last night now i feel like straight up shit,That's concerning. Please reach out to us at https://t.co/0f6pFdYU9j -Tay,682685
682687,ChipotleTweets,False,2017-11-07 16:52:34+00:00,682688,Any word why all of your Pittsburgh locations are closed right now?,"There is a city-wide issue with the water. For more information, please reach out to us at https://t.co/0f6pFdYU9j -Tay",
682689,ChipotleTweets,False,2017-11-07 16:48:33+00:00,682690,It’s your damn burritos!!! #carbs,"We've got a bowl. All the deliciousness, fewer carbs. -Tay",
690022,ChipotleTweets,False,2017-10-15 23:04:59+00:00,690023,"First chipotle gives us fake “queso” and now they took our normal bowls away for these shit plastic things

What’s going on",That doesn't sound right. Please tell us more here: https://t.co/Ax7W1Dx3Y9 -Becky,
690024,ChipotleTweets,False,2017-10-15 23:04:00+00:00,690025,Don’t think guac should be that color...  https://t.co/WDzyi2WMGW,That doesn't look right. Please tell us more so we can help: https://t.co/Ax7W1Dx3Y9 -Becky,
690026,ChipotleTweets,False,2017-10-15 23:01:54+00:00,690027,Baltimore Pike.,"Thanks so much, and I'll dig into this with the right people. I'm confident we'll have them next time. -Becky",
690028,ChipotleTweets,False,2017-10-15 22:52:30+00:00,690029,"Springfield, PA.",On State or Baltimore Pike? -Becky,690027
690030,ChipotleTweets,False,2017-10-15 22:36:31+00:00,690031,How do you run out of black beans? 😒,I'm not sure. Which location did you visit? I can do a little digging to see what went awry. -Becky,690029
690032,ChipotleTweets,False,2017-10-15 23:01:28+00:00,690034,TWEETED BACK TO ME IM DYING😂😂,"Don't die, my friend. -Becky",690033
690035,ChipotleTweets,False,2017-10-15 23:32:56+00:00,690033,Don’t worry I won’t👍🏻 but definitely not before I go to chipotle ❤️❤️,Phew! -Becky,690036
690037,ChipotleTweets,False,2017-10-15 23:00:38+00:00,690038,Are y’all okay? https://t.co/qU2FaLCZal,More than okay. -Becky,
690039,ChipotleTweets,False,2017-10-15 22:59:57+00:00,690041,First time I've ever had a bad experience with  I'm so sadddd.,"I'd be sad, too. I'm sorry. Please tell us more so we can help: https://t.co/Ax7W1Dx3Y9 -Becky",690040
690042,ChipotleTweets,False,2017-10-15 23:25:24+00:00,690040,I still love you guys. 💕,We still love you right back. -Becky,
690043,ChipotleTweets,False,2017-10-15 22:59:57+00:00,690045,I went through the website and I couldn’t find anything that’s perfect for broke chipotle loving college kids 🤦🏻‍♂️😂,I've been there. Maybe you'll find someone to spot you? -Becky,690044
695070,ChipotleTweets,False,2017-10-05 22:28:28+00:00,695072,you guys should really open a chiptole in Worcester!!!!!!!!! 🙌🏼🌯,Hmmmm... that sounds like an excellent idea. -AC,695071
695786,ChipotleTweets,False,2017-11-23 16:10:44+00:00,695788,are you open,Not today. -Tara,695787
695793,ChipotleTweets,False,2017-11-23 16:02:01+00:00,120756,Thank you for being the kind of company that lets their employees be with their families on holidays. More should follow suit.,Thanks. -Tara,
695794,ChipotleTweets,False,2017-11-23 16:01:31+00:00,120757,Y’all open today ?,Nope. -Tara,
695795,ChipotleTweets,False,2017-11-23 16:01:30+00:00,695796,You deserve a day of. Treat yo self. Have a great day  I love you.,"Thanks, Cam. Love you too.",
695797,ChipotleTweets,False,2017-11-23 16:00:20+00:00,695799,. Happy Thanksgiving,Thanks. You too. -Tara,695798
695806,ChipotleTweets,False,2017-11-23 16:00:04+00:00,695807,are you guys open today? i’m in the mood for a bowl😌,We're not. Sorry. -Tara,
695808,ChipotleTweets,False,2017-11-23 15:59:26+00:00,120760,i ate all of those 434 million meals,Impressive. -Tara,
695809,ChipotleTweets,False,2017-11-23 15:59:26+00:00,695810,what are your hours today? i need chipotle before my turkey and mashed potatoes 😩,We're closed today. -Tara,
695811,ChipotleTweets,False,2017-11-23 15:57:31+00:00,695812,TBH I would rather have  for Thanksgiving dinner.🤷🏻‍♂️😏,Same. -Tara,
695813,ChipotleTweets,False,2017-11-23 15:57:31+00:00,695814,Im thankful for you  ❤️,Ditto. -Tara,
695815,ChipotleTweets,False,2017-11-23 15:54:28+00:00,695816,god bless the employees at baltimore airport  ~ good team and good food 💕,Thanks for the love. We're thankful for you. -Tara,
695817,ChipotleTweets,False,2017-11-23 15:50:20+00:00,695818,"can you stop replying too all the haters? Please, Everyone knows Chipotle is quality food, ignore the haters! I’m too busy eating your delicious burritos to notice them.",Thanks for your support. -Tara,
695819,ChipotleTweets,False,2017-11-23 15:47:37+00:00,695821,Pretty sure I got food poisoning from Chipotle so I was dying during The Maine's set but it was still lit https://t.co/b6P76zPHEQ,This is concerning. Please write our team here:  https://t.co/0f6pFdYU9j. -Tara,695820
695822,ChipotleTweets,False,2017-11-23 17:09:34+00:00,695820,Which location? My ace  and I ate there and I’ve been throwin mud since !,Please write to our team as well  https://t.co/0f6pFdYU9j. Thanks. -Tara,
695823,ChipotleTweets,False,2017-11-23 15:46:30+00:00,695824,"Just threw up in his own mouth.

He ate some bad chipotle.",This is concerning to hear. Will you please let our team know here  https://t.co/0f6pFdYU9j? -Tara,
695825,ChipotleTweets,False,2017-11-23 15:45:36+00:00,695827,Chipotle gave me food poisoning. Guess I'm never eating there again 😭,This is concerning. Please write our team  https://t.co/0f6pFdYU9j. -Tara,695826
695828,ChipotleTweets,False,2017-11-23 15:43:56+00:00,695829,i️ have had lava scream through my intestinal tract and colon 6 times since i ate chipotle tonight all within 2 hours. i want to die,This is concerning. Please write us here:  https://t.co/0f6pFdYU9j. -Tara,
695830,ChipotleTweets,False,2017-11-23 15:41:00+00:00,695831,Chipotle or qudoba? I don’t care they both make my tummy ache from time to time because of how garbage the ingredients can be.,This is concerning. Will you please write us here:  https://t.co/0f6pFdYU9j? -Tara,
695832,ChipotleTweets,False,2017-11-23 15:40:32+00:00,695833,"Last night someone asked me, “what food do you miss the most from home?” She barely finished the question when I yelled, “ And then my stomach began to cry a little! One day I’ll have it again! #kylesworldtour",And that day will be glorious. -Tara,
695834,ChipotleTweets,False,2017-11-23 15:39:59+00:00,695835,Chipotle gonna get its ass beat for having me hunched over the toilet at 4 in the morning almost throwing up🤢😒😒😒,This is concerning. Please write to our team  https://t.co/0f6pFdYU9j. -Tara,
695840,ChipotleTweets,False,2017-11-23 15:38:00+00:00,695841,chipotle tears up my stomach idk why i continue to eat it,This is concerning. Please write to our team here:  https://t.co/0f6pFdYU9j. -Tara,
695842,ChipotleTweets,False,2017-11-23 15:34:54+00:00,695843,y’all putting avocado peels in the guac now ?🤔 https://t.co/WYnnNkABKE,No. I'm sorry about that. Which location did you visit? -Tara,
696925,ChipotleTweets,False,2017-10-10 18:42:00+00:00,696927,I miss you,Where have you been? -Tay,696926
696928,ChipotleTweets,False,2017-10-10 19:15:00+00:00,696926,"Seville, Spain. Y’all need to venture into Europe asap","We already have locations in the UK, France, and Germany! So maybe one day. -Tay",
696935,ChipotleTweets,False,2017-10-10 18:41:06+00:00,696937,Please fix your tech. Group orders are consistently broken + give me anxiety trying to get lunch orders together. Thanks!,I'm sorry about that. If you share screenshots to https://t.co/0f6pFdYU9j we can look into this. -Tay,696936
696938,ChipotleTweets,False,2017-10-10 18:40:31+00:00,696939,just because your workers hate their job it doesn’t mean they have to be rude. Never eating chipotle again!,I'm sorry about that. Please share the details at https://t.co/0f6pFdYU9j -Tay,
696940,ChipotleTweets,False,2017-10-10 18:39:30+00:00,696942,Pretty disappointing when I'm paying full price for a burrito at  and they're giving half scoops. Smallest burrito I've seen,"We have standard portions, but you can always ask for a little more. -Tay",696941
696943,ChipotleTweets,False,2017-10-10 19:03:00+00:00,696941,This is a standard portion? https://t.co/iNTE5ZSiVS,That looks a little short. You can reach out to us at https://t.co/0f6pFdYU9j -Tay,
696944,ChipotleTweets,False,2017-10-10 18:38:54+00:00,696947,"So happy that  got Queso, now I’m SUPER excited for when they make a different kind... #nomegusta https://t.co/4lsAw4hlbJ","It's bit different, but I'm sorry it disappointed. -Tay","696945,696946"
696950,ChipotleTweets,False,2017-10-10 18:38:27+00:00,696951,". Barbacoa tacos with queso, corn &amp; mild salsa = happiness!! 🧀 🌽 💃🏻 🍅 😊",Sounds like the perfect combo. -Tay,
696952,ChipotleTweets,False,2017-10-10 18:38:00+00:00,696953,"Hi, can I have  queso on everything from now on? 😍 K thanks bye",We won't stop you. -Tay,
696954,ChipotleTweets,False,2017-10-10 18:37:36+00:00,696956,Your queso tastes like flour + your chips have no salt. What's the deal? As a loyal customer I expected more. #chipotlewoes,I'm sorry about that. You can reach out to us a https://t.co/0f6pFdYU9j with more details -Tay,696955
696957,ChipotleTweets,False,2017-10-10 18:35:38+00:00,696958,"So that was my Chipotle story, hope y’all enjoyed. Also thanks for making the best guac ever guys you the real mvp",Girl. No shame. Glad to hear we were trying to be helpful though. I hope you enjoyed the chips and guac too! -Tay,
696969,ChipotleTweets,False,2017-10-10 18:34:00+00:00,696970,"I went to   the other day and they were out of Chicken, steak, and Chorizo. And I'm still wondering HOW? 🤔",That's no good! Give us the details at https://t.co/0f6pFdYU9j -Tay,
696971,ChipotleTweets,False,2017-10-10 18:33:00+00:00,696972,please have your employee. Be careful not putting bones   i almost choked,That's concerning. Please reach out to us at https://t.co/0f6pFdYU9j -Tay,
696973,ChipotleTweets,False,2017-10-10 18:32:33+00:00,696975,this queso is the most disgusting thing i have EVER tasted. money wasted - appetite lost. grosssssss,I'm sorry it disappointed. It's a little different since it's made without artificial additives and preservatives. -Tay,696974
696976,ChipotleTweets,False,2017-10-10 18:30:01+00:00,696977,the first batch was so tender almost as if out of a crockpot. Please respond. What happened as far as inconsistency here?,I'm sorry to hear it wasn't delicious. You can reach out to us at https://t.co/0f6pFdYU9j with more details. -Tay,
697589,ChipotleTweets,False,2017-10-10 18:53:00+00:00,697590,is the new Broadway and Cambie Resteraunt still opening late sept/early Oct???,More like late Oct/Early Nov. -Tay,
697608,ChipotleTweets,False,2017-10-10 18:50:01+00:00,697610,Craving some,Got dinner plans? -Tay,697609
697611,ChipotleTweets,False,2017-10-10 19:06:00+00:00,697609,Lunch plans on my way now 😋,💃 -Tay,
697612,ChipotleTweets,False,2017-10-10 18:49:33+00:00,697613,Cheers to  for slipping two pieces of chicken into my vegetarian sofritas bowl.,Oh no! Please share those details at https://t.co/0f6pFdYU9j -Tay,
697849,ChipotleTweets,False,2017-10-01 00:46:00+00:00,697851,Seriously tho  how are you going to get rid of chorizo and keep garbage ass sofritas?? https://t.co/ngGl1H3DCb,Sofritas sells considerably better than chorizo ever did. -Zach,697850
698316,ChipotleTweets,False,2017-10-10 19:13:28+00:00,698317,your cueso is grainy. #notgood,"It's a little different since it's made without artificial additives and preservatives, but I'm sorry it didn't impress. -Tay",
698318,ChipotleTweets,False,2017-10-10 19:09:00+00:00,698319,"Hi Friend, can I have a carnitas burrito, white rice, black beans, corn salsa, quac, and cheese delivered to my face plz?",https://t.co/6Dc3jiaHLj -Tay,
698320,ChipotleTweets,False,2017-10-10 19:06:27+00:00,698321,why did you get rid of corn tortillas?  What am I supposed to do now if I want tacos :(,The crispy tacos are made without gluten! -Tay,
698322,ChipotleTweets,False,2017-10-10 19:05:34+00:00,698323,"I found a hair in my  bowl today and it took everything inside me to not complain, but that disgust me🤢",I'm sorry to hear that. Please share the details at https://t.co/0f6pFdYU9j -Tay,
698325,ChipotleTweets,False,2017-10-10 19:04:29+00:00,698327,I eat  at least 6 times a week. Do I have a problem?,I don't think it's a problem. -Tay,698326
698335,ChipotleTweets,False,2017-10-10 19:03:54+00:00,698337,The only thing is I don’t think it’s worth paying almost $1.50 more for it smh. Why are you charging extra?,It's a premium item just like guac. It's totally worth it though. -Tay,698336
698339,ChipotleTweets,False,2017-10-10 19:02:30+00:00,698340,Hey  I was looking forward to enjoying a tasty burrito &amp; trying the new queso but I haven’t received my coupon yet. #Hungry https://t.co/AnnAsxX6t3,Be sure to check your DMs so I can help you out. -Tay,
698342,ChipotleTweets,False,2017-10-10 19:00:02+00:00,698343,oh no. Was chorizo sacrificed so that you could actually add queso?,"No, it just wasn't very popular. It may be gone, but it's not forgotten. -Tay",
702399,ChipotleTweets,False,2017-11-23 17:42:34+00:00,702400,Honest question - is  open today?,We're not. -Tara,
702401,ChipotleTweets,False,2017-11-23 17:42:34+00:00,112397,does this mean ur open today and i can have thanksgiving dinner?,No. Sorry. -Tara,
702402,ChipotleTweets,False,2017-11-23 17:42:00+00:00,702403,my one and only love https://t.co/rlKfb2BVxm,Thankful for you too. -Tara,
702405,ChipotleTweets,False,2017-11-23 17:17:52+00:00,702406,Happy Thanksgiving to you as well. I will be there for my Black Friday Burrito 😍🌯,See you tomorrow. -Tara,
702407,ChipotleTweets,False,2017-11-23 17:11:00+00:00,702408,"Is  or  open today?!?! Please, for the love of TACOS!",We're closed today. Happy Thanksgiving. -Tara,702406
702409,ChipotleTweets,False,2017-11-23 17:13:32+00:00,702410,And ALSO  are we ever going to see a Chipotle burrito balloon in the Thanksgiving Day Parade?,That'd be amazing. -Tara,
702411,ChipotleTweets,False,2017-11-23 17:13:00+00:00,702412,I️ really hope that Tara from  is having a good thanksgiving,"Aww thanks, Alex. I am having a good Thanksgiving. -Tara",
702413,ChipotleTweets,False,2017-11-23 17:12:10+00:00,702415,can you vcheck playlists from a couple days ago,"Sure can. I just need to know what day, time (two hour time frame), and location. -Tara",702414
702416,ChipotleTweets,False,2017-11-26 16:52:47+00:00,702414,"It was Tuesday 21st November from 8- 9:30 at Packwood Creek Shopping Center
Visalia, CA",Thanks for that info! I'll get that over to the DJ to check out. -Patrick,
702417,ChipotleTweets,False,2017-11-23 17:11:32+00:00,112401,My: Birthday it's today,Happy Birthday. -Tara,
703015,ChipotleTweets,False,2017-10-06 02:13:53+00:00,703016,I hate iOS 11 and I have so much hw to do and I work tomorrow 😭 I just want a bowl of Chipotle is that so much to ask for ❗️,We might be able to help: https://t.co/R3WPzRwwGk -AC,
703017,ChipotleTweets,False,2017-10-06 02:13:27+00:00,703018,I've been disrespected by  too many times,I'm sorry to hear that. Would you please share more with our Customer Service team? https://t.co/0f6pFdYU9j -AC,
705794,ChipotleTweets,False,2017-11-23 19:14:32+00:00,705796,who will win best in show in the dog show this year?,Sadly not the Beagle. -Tara,705795
705797,ChipotleTweets,False,2017-11-23 19:11:33+00:00,705799,"I’m thankful for  
I love their tweets. I love their burritos even more. Happy thanksgiving.",Happy Thanksgiving to you too. -Tara,705798
705800,ChipotleTweets,False,2017-11-23 19:11:00+00:00,705801,"YASSSS  

YOU GUYS SLAY!! ❤❤","Thanks, boo. -Tara",
705802,ChipotleTweets,False,2017-11-23 18:50:38+00:00,705803,What I am thankful for   https://t.co/zYFM0GJiJM,Thankful for you too. -Tara,
705804,ChipotleTweets,False,2017-11-23 18:50:03+00:00,705805,always has your back. 😜 https://t.co/koTehmCObR,You know we do.,
705806,ChipotleTweets,False,2017-11-23 18:49:00+00:00,112407,I haven't had chipotle in a while but I'm thinking I might soon,Good plan. -Tara,
705807,ChipotleTweets,False,2017-11-23 18:46:26+00:00,705808,are you guys open today???,We're not. -Tara,
705809,ChipotleTweets,False,2017-11-23 18:46:26+00:00,705810,I live for  tweets,Why thank you. -Tara,
705811,ChipotleTweets,False,2017-11-23 18:46:00+00:00,705812,"I’m only thankful for you, I love you","Love you too, Bri. -Tara",
705813,ChipotleTweets,False,2017-11-23 18:45:55+00:00,705814,Can we just have  for Thanksgiving? Thanksgiving food is overrated. https://t.co/Thq1NpLoAe,I have to agree with you on that one. -Tara,
706651,ChipotleTweets,False,2017-10-10 19:29:28+00:00,706652,how does less than half of spoon of rice get considered as a burrito? Literally he sprinkled rice on it!#BadCustomerService,That's odd. Please share the details at https://t.co/0f6pFdYU9j -Tay,
706653,ChipotleTweets,False,2017-10-10 19:27:39+00:00,706654,So delicious  https://t.co/AH8cYey9Ft,What a beautiful meal. -Tay,
706655,ChipotleTweets,False,2017-10-10 19:26:29+00:00,418735,just tried getting a fajita salad. Was told you no longer have fajitas veggies? Also they didn't have any dressing for me,We still serve those. Please reach out to us at https://t.co/0f6pFegv0R with more details. -Tay,
706656,ChipotleTweets,False,2017-10-10 19:25:29+00:00,706658,Currently day dreaming of  This next class is going to feel longer than it needs to be😩,We'll be waiting for you. -Tay,706657
706659,ChipotleTweets,False,2017-10-10 21:25:57+00:00,706657,Thank you!💕 https://t.co/byENBYIbdG,Beautiful. -Tay,
707211,ChipotleTweets,False,2017-10-10 19:31:55+00:00,707212,your tacos give me life #blessed,Same. -Tay,
707213,ChipotleTweets,False,2017-10-10 19:31:52+00:00,707214,wth I  just tasted the queso. It tastes nasty and looks lumpy not smooth n creamy. https://t.co/U0uupHdrSR,It's a bit different but I'm sorry it didn't impress. -Tay,
707215,ChipotleTweets,False,2017-10-10 19:30:02+00:00,707216,"My lunch are short nowadays thanks to  at 464 N Alafaya Trail, Orlando FL . You can count the pieces of chicken https://t.co/JWl4ylGLRl",I'm sorry to see that. Please share this at https://t.co/0f6pFdYU9j -Tay,
708298,ChipotleTweets,False,2017-10-10 20:10:48+00:00,708299,"Malibu Village, get it together. First they tried to skimp on guac on a no meat salad. Then they forgot my vinaigrette!",Oh no! I'm sorry for that. Please let a manager know next time or go to https://t.co/0f6pFdYU9j -Tay,
708302,ChipotleTweets,False,2017-10-10 20:00:35+00:00,708304,"bro wdf going on , this not a bowl , this a plate https://t.co/X1ZyZq1ZLj",Oh bummer. I'm sorry to see this. Be sure to let a manager know next time or go to https://t.co/0f6pFdYU9j -Tay,708303
708305,ChipotleTweets,False,2017-10-10 19:59:51+00:00,708306,"I am so sorry for all the negative things I’ve said about you. the new queso is lovely, please forgive me",You're lovely. -Tay,
708876,ChipotleTweets,False,2017-10-10 20:29:00+00:00,708877,"I got so sick from  in sterling!!!!!
that store had dirty water leaking from the Ceiling",That's concerning. Please reach out to us at https://t.co/0f6pFdYU9j -Tay,
708878,ChipotleTweets,False,2017-10-10 20:27:00+00:00,708879,"So now that  has queso, when will shrimp be available🙄😍😩🙏🏼😋",Probably not anytime soon. But that would be delicious. -Tay,
